time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,gradient_point,gradient_rating
2017-09-30 16:38:59+00:00,38.91081,-78.72118,769.881592,"(38.91081, -78.72118, 769.881592)",0.0070951,-0.3103030000000899,182.00164799999993,26.502623780000008,37.462128,-2.5,flat
2017-09-30 16:39:00+00:00,38.91083,-78.72117,769.880981,"(38.91083, -78.72117, 769.880981)",0.00148277,-0.0006109999999353022,182.001037,26.504106550000007,7.8290256000000005,-0.0,flat
2017-09-30 16:39:01+00:00,38.91086,-78.72116,769.842712,"(38.91086, -78.72116, 769.842712)",0.00214139,-0.038269000000013875,181.96276799999998,26.506247940000005,11.3065392,-0.9,flat
2017-09-30 16:39:02+00:00,38.91088,-78.72115,769.865051,"(38.91088, -78.72115, 769.865051)",0.00148277,0.02233899999998812,181.98510699999997,26.507730710000004,7.8290256000000005,0.7,flat
2017-09-30 16:39:04+00:00,38.91092,-78.72114,769.810974,"(38.91092, -78.72114, 769.810974)",0.00281554,-0.05407700000000659,181.93102999999996,26.510546250000004,14.866051200000001,-1.0,flat
2017-09-30 16:39:06+00:00,38.91095,-78.72112,769.957397,"(38.91095, -78.72112, 769.957397)",0.0023351,0.14642300000002706,182.077453,26.512881350000004,12.329328,3.1,flat
2017-09-30 16:39:07+00:00,38.91097,-78.7211,770.167053,"(38.91097, -78.7211, 770.167053)",0.00175093,0.2096559999999954,182.287109,26.514632280000004,9.2449104,5.5,up
2017-09-30 16:39:08+00:00,38.91099,-78.7211,770.066162,"(38.91099, -78.7211, 770.066162)",0.00138187,-0.10089100000004692,182.18621799999994,26.516014150000004,7.2962736,-3.1,flat
2017-09-30 16:39:09+00:00,38.91101,-78.72109,770.110657,"(38.91101, -78.72109, 770.110657)",0.00148277,0.04449499999998352,182.23071299999992,26.517496920000003,7.8290256000000005,1.3,flat
2017-09-30 16:39:10+00:00,38.91103,-78.72108,770.159485,"(38.91103, -78.72108, 770.159485)",0.00148277,0.04882800000007137,182.279541,26.518979690000002,7.8290256000000005,1.4,flat
2017-09-30 16:39:11+00:00,38.91104,-78.72107,770.261597,"(38.91104, -78.72107, 770.261597)",0.00087546,0.10211200000003373,182.38165300000003,26.51985515,4.6224288,4.2,flat
2017-09-30 16:39:13+00:00,38.91108,-78.72106,770.225891,"(38.91108, -78.72106, 770.225891)",0.00281554,-0.03570600000000468,182.34594700000002,26.52267069,14.866051200000001,-0.6,flat
