time,latitude,longitude,elevation,pointxyz,distance,mph,pace,sec_mile_pace,elevation_change,cum_elevation,cum_distance,second,elapsed_time,step_feet,moving_time
2021-11-19 15:47:48+00:00,38.77493309788406,-77.05879638902843,-23.799999237060547,"(38.77493309788406, -77.05879638902843, -23.799999237060547)",0.00223763,8.055468,0:07:26.901409,446.90140908014286,0.0,-20.799999237060547,6.194229954999994,3295,0:54:55,11.8146864,1
2021-11-19 15:47:49+00:00,38.77493477426469,-77.05875565297902,-23.600000381469727,"(38.77493477426469, -77.05875565297902, -23.600000381469727)",0.00219735,7.91046,0:07:35.093636,455.09363551550734,0.1999988555908203,-20.600000381469727,6.196427304999994,3296,0:54:56,11.602008,1
2021-11-19 15:47:50+00:00,38.77493745647371,-77.05871583893895,-23.600000381469727,"(38.77493745647371, -77.05871583893895, -23.600000381469727)",0.00215262,7.7494320000000005,0:07:44.550176,464.55017606451673,0.0,-20.600000381469727,6.198579924999994,3297,0:54:57,11.3658336,1
2021-11-19 15:47:51+00:00,38.77494282089174,-77.05867594107985,-23.600000381469727,"(38.77494282089174, -77.05867594107985, -23.600000381469727)",0.00218087,7.851132000000001,0:07:38.532604,458.53260396080464,0.0,-20.600000381469727,6.2007607949999946,3298,0:54:58,11.5149936,1
2021-11-19 15:47:52+00:00,38.774947095662355,-77.05863696523011,-23.799999237060547,"(38.774947095662355, -77.05863696523011, -23.799999237060547)",0.00212015,7.63254,0:07:51.664741,471.66474070230885,-0.1999988555908203,-20.799999237060547,6.202880944999994,3299,0:54:59,11.194391999999999,1
2021-11-19 15:47:53+00:00,38.77495069988072,-77.05859740264714,-23.799999237060547,"(38.77495069988072, -77.05859740264714, -23.799999237060547)",0.00214558,7.724087999999999,0:07:46.074441,466.074441409782,0.0,-20.799999237060547,6.205026524999994,3300,0:55:00,11.328662399999999,1
2021-11-19 15:47:54+00:00,38.77495069988072,-77.05856077373028,-24.200000762939453,"(38.77495069988072, -77.05856077373028, -24.200000762939453)",0.00197305,7.1029800000000005,0:08:26.829528,506.82952788829476,-0.40000152587890625,-21.200000762939453,6.206999574999994,3301,0:55:01,10.417704,1
2021-11-19 15:47:55+00:00,38.77495279535651,-77.0585248991847,-24.200000762939453,"(38.77495279535651, -77.0585248991847, -24.200000762939453)",0.00193784,6.976223999999999,0:08:36.038476,516.0384758287578,0.0,-21.200000762939453,6.208937414999994,3302,0:55:02,10.231795199999999,1
2021-11-19 15:47:56+00:00,38.77495497465134,-77.05848642624915,-24.399999618530273,"(38.77495497465134, -77.05848642624915, -24.399999618530273)",0.00207785,7.48026,0:08:01.266694,481.266693938446,-0.1999988555908203,-21.399999618530273,6.211015264999994,3303,0:55:03,10.971048,1
2021-11-19 15:47:57+00:00,38.77495715394616,-77.0584474503994,-24.399999618530273,"(38.77495715394616, -77.0584474503994, -24.399999618530273)",0.00210487,7.577532,0:07:55.088723,475.08872281898647,0.0,-21.399999618530273,6.213120134999994,3304,0:55:04,11.1137136,1
2021-11-19 15:47:58+00:00,38.77496235072613,-77.05840813927352,-24.200000762939453,"(38.77496235072613, -77.05840813927352, -24.200000762939453)",0.00214776,7.731935999999999,0:07:45.601371,465.60137073043546,0.1999988555908203,-21.200000762939453,6.215267894999994,3305,0:55:05,11.3401728,1
2021-11-19 15:47:59+00:00,38.77496453002095,-77.05837067216635,-24.200000762939453,"(38.77496453002095, -77.05837067216635, -24.200000762939453)",0.00202381,7.285716,0:08:14.117531,494.1175307958751,0.0,-21.200000762939453,6.217291704999994,3306,0:55:06,10.6857168,1
2021-11-19 15:48:00+00:00,38.77496402710676,-77.05833462998271,-24.200000762939453,"(38.77496402710676, -77.05833462998271, -24.200000762939453)",0.00194176,6.990336,0:08:34.996704,514.9967040210943,0.0,-21.200000762939453,6.219233464999994,3307,0:55:07,10.2524928,1
